code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,2013B,559706,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
DDD,2013B,560114,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
DDD,2013B,560311,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
DDD,2013B,1068316,M,Scotland,A Level or Equivalent,40-50%,35-55,0,75,N,Pass
DDD,2013B,1095916,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
DDD,2013B,1311171,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2013B,1470291,F,South West Region,HE Qualification,70-80%,35-55,0,60,N,Pass
DDD,2013B,1906919,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail
DDD,2013B,1976350,M,Wales,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
DDD,2013B,2020916,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-10%,0-35,0,70,N,Distinction
DDD,2013B,2088765,F,South Region,HE Qualification,90-100%,35-55,0,70,Y,Pass
DDD,2013B,2154361,M,Scotland,Lower Than A Level,70-80%,0-35,1,90,N,Fail
DDD,2013B,2388623,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
DDD,2013B,2400764,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2013J,80868,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
DDD,2013J,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass
DDD,2013J,111926,M,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail
DDD,2013J,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Distinction
DDD,2013J,126394,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
DDD,2013J,131222,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,162337,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
DDD,2013J,179904,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
DDD,2013J,185127,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
DDD,2013J,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass
DDD,2013J,244738,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2013J,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass
DDD,2013J,279868,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Pass
DDD,2013J,289009,M,Yorkshire Region,HE Qualification,10-20,35-55,0,150,N,Pass
DDD,2013J,314956,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
DDD,2013J,332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
DDD,2013J,335405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
DDD,2013J,348050,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass
DDD,2013J,356274,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,N,Fail
DDD,2013J,368436,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2013J,378825,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2013J,390029,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
DDD,2013J,392890,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,399794,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail
DDD,2013J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,150,N,Fail
DDD,2013J,409953,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,418397,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
DDD,2013J,442924,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,445917,M,North Western Region,HE Qualification,90-100%,0-35,0,90,N,Distinction
DDD,2013J,465629,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail
DDD,2013J,474246,M,South East Region,Lower Than A Level,10-20,0-35,1,90,N,Fail
DDD,2013J,474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,501867,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass
DDD,2013J,507344,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
DDD,2013J,508637,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass
DDD,2013J,509102,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
DDD,2013J,512259,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
DDD,2013J,517416,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
DDD,2013J,522312,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
DDD,2013J,528892,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
DDD,2013J,532020,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass
DDD,2013J,534093,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
DDD,2013J,535161,M,West Midlands Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass
DDD,2013J,535351,M,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
DDD,2013J,537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Distinction
DDD,2013J,541482,M,East Anglian Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass
DDD,2013J,543788,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
DDD,2013J,544594,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
DDD,2013J,545255,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2013J,550814,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass
DDD,2013J,551214,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,553280,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
DDD,2013J,553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
DDD,2013J,560759,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2013J,560879,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,561195,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass
DDD,2013J,561476,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
DDD,2013J,562064,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
DDD,2013J,563016,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
DDD,2013J,563819,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass
DDD,2013J,564213,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2013J,566185,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
DDD,2013J,566979,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Distinction
DDD,2013J,567304,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
DDD,2013J,568948,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
DDD,2013J,570872,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass
DDD,2013J,571131,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass
DDD,2013J,571765,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Pass
DDD,2013J,571808,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,90,N,Pass
DDD,2013J,571921,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Distinction
DDD,2013J,572231,F,Scotland,Lower Than A Level,40-50%,0-35,0,150,Y,Pass
DDD,2013J,572382,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
DDD,2013J,572431,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,572735,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
DDD,2013J,572854,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
DDD,2013J,572874,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
DDD,2013J,574310,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
DDD,2013J,574529,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
DDD,2013J,574720,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,575766,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
DDD,2013J,575798,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
DDD,2013J,576233,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,576251,M,Ireland,A Level or Equivalent,80-90%,35-55,0,75,N,Distinction
DDD,2013J,576383,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
DDD,2013J,576413,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction
DDD,2013J,576453,M,Scotland,HE Qualification,80-90%,35-55,0,90,N,Distinction
DDD,2013J,577035,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Distinction
DDD,2013J,577279,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction
DDD,2013J,577414,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Pass
DDD,2013J,578850,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
DDD,2013J,580534,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
DDD,2013J,580714,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
DDD,2013J,580916,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
DDD,2013J,581552,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction
DDD,2013J,582320,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,582879,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass
DDD,2013J,583293,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,585098,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,585134,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass
DDD,2013J,585359,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
DDD,2013J,585695,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass
DDD,2013J,586497,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,586762,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
DDD,2013J,587641,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,588219,M,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass
DDD,2013J,588430,M,North Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass
DDD,2013J,588482,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
DDD,2013J,588493,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
DDD,2013J,588556,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2013J,588566,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
DDD,2013J,588707,F,Wales,A Level or Equivalent,60-70%,0-35,0,150,N,Distinction
DDD,2013J,590676,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Pass
DDD,2013J,590762,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
DDD,2013J,591230,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass
DDD,2013J,591891,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass
DDD,2013J,592093,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
DDD,2013J,592494,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2013J,592625,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
DDD,2013J,593103,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2013J,593903,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
DDD,2013J,594419,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass
DDD,2013J,595495,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
DDD,2013J,595659,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2013J,595986,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
DDD,2013J,596731,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
DDD,2013J,596845,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,596846,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction
DDD,2013J,597365,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
DDD,2013J,597403,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
DDD,2013J,597433,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2013J,597755,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,598501,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,598665,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction
DDD,2013J,598860,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
DDD,2013J,599109,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,599169,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
DDD,2013J,600067,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2013J,600796,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
DDD,2013J,601234,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
DDD,2013J,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
DDD,2013J,603049,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
DDD,2013J,603325,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction
DDD,2013J,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
DDD,2013J,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
DDD,2013J,605118,F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
DDD,2013J,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass
DDD,2013J,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
DDD,2013J,605540,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction
DDD,2013J,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
DDD,2013J,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
DDD,2013J,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
DDD,2013J,607555,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
DDD,2013J,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass
DDD,2013J,609031,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,Distinction
DDD,2013J,610019,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,60,N,Pass
DDD,2013J,610279,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
DDD,2013J,611162,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,Pass
DDD,2013J,611593,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
DDD,2013J,1187586,M,Scotland,HE Qualification,80-90%,55<=,0,90,N,Pass
DDD,2013J,1440467,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass
DDD,2013J,1442991,M,Scotland,HE Qualification,70-80%,35-55,0,210,N,Pass
DDD,2013J,1564630,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
DDD,2013J,1678800,M,Scotland,A Level or Equivalent,40-50%,35-55,2,90,N,Pass
DDD,2013J,2340786,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
DDD,2013J,2421961,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
DDD,2013J,2486769,M,London Region,HE Qualification,0-10%,35-55,0,90,N,Fail
DDD,2013J,2522932,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
DDD,2013J,2639310,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2013J,2650741,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
DDD,2013J,2686578,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction
DDD,2014B,71723,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
DDD,2014B,145114,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2014B,145640,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
DDD,2014B,240486,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2014B,300592,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2014B,317801,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,3,90,N,Pass
DDD,2014B,328123,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail
DDD,2014B,354050,M,South West Region,A Level or Equivalent,70-80%,0-35,2,90,N,Fail
DDD,2014B,355935,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
DDD,2014B,356297,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass
DDD,2014B,387963,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction
DDD,2014B,412600,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail
DDD,2014B,412663,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
DDD,2014B,415695,F,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail
DDD,2014B,416008,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
DDD,2014B,434841,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
DDD,2014B,440103,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
DDD,2014B,467230,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,1,90,N,Distinction
DDD,2014B,472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Distinction
DDD,2014B,474451,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail
DDD,2014B,492537,M,London Region,Lower Than A Level,70-80%,0-35,1,60,Y,Pass
DDD,2014B,502004,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
DDD,2014B,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass
DDD,2014B,525412,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
DDD,2014B,527323,F,London Region,Lower Than A Level,10-20,0-35,3,90,N,Fail
DDD,2014B,532988,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
DDD,2014B,533012,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
DDD,2014B,539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Pass
DDD,2014B,540758,F,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass
DDD,2014B,546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Distinction
DDD,2014B,548371,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail
DDD,2014B,550893,M,North Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail
DDD,2014B,555408,M,South Region,A Level or Equivalent,70-80%,0-35,2,150,N,Fail
DDD,2014B,556370,M,Scotland,HE Qualification,50-60%,0-35,2,120,N,Fail
DDD,2014B,561913,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass
DDD,2014B,563631,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
DDD,2014B,569944,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,60,N,Distinction
DDD,2014B,574590,M,South West Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass
DDD,2014B,583775,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Pass
DDD,2014B,593657,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
DDD,2014B,598102,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass
DDD,2014B,601082,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass
DDD,2014B,602533,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction
DDD,2014B,609194,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
DDD,2014B,612439,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass
DDD,2014B,613370,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
DDD,2014B,613667,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
DDD,2014B,614265,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,Distinction
DDD,2014B,614804,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,Y,Pass
DDD,2014B,615075,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
DDD,2014B,616334,M,North Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
DDD,2014B,616870,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
DDD,2014B,617781,M,North Region,HE Qualification,30-40%,35-55,0,90,N,Pass
DDD,2014B,618649,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Pass
DDD,2014B,618683,M,Wales,HE Qualification,90-100%,35-55,0,60,N,Distinction
DDD,2014B,619359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Distinction
DDD,2014B,620159,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass
DDD,2014B,620231,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
DDD,2014B,620243,M,South West Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
DDD,2014B,621300,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction
DDD,2014B,621442,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass
DDD,2014B,622192,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
DDD,2014B,622215,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
DDD,2014B,622541,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
DDD,2014B,624156,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
DDD,2014B,624493,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
DDD,2014B,624789,M,Scotland,HE Qualification,0-10%,0-35,0,60,Y,Pass
DDD,2014B,624927,M,East Midlands Region,HE Qualification,80-90%,0-35,0,60,N,Distinction
DDD,2014B,625098,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2014B,625263,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass
DDD,2014B,625714,M,East Anglian Region,HE Qualification,50-60%,0-35,0,90,N,Pass
DDD,2014B,626417,M,Wales,Lower Than A Level,80-90%,0-35,0,90,N,Distinction
DDD,2014B,627184,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
DDD,2014B,628216,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,Y,Distinction
DDD,2014B,628376,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
DDD,2014B,628575,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
DDD,2014B,629405,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
DDD,2014B,629696,M,Wales,HE Qualification,80-90%,0-35,0,90,N,Distinction
DDD,2014B,630152,M,Ireland,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
DDD,2014B,630178,M,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass
DDD,2014B,630200,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2014B,630613,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2014B,630935,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
DDD,2014B,631771,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Distinction
DDD,2014B,633008,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Distinction
DDD,2014B,634094,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
DDD,2014B,634351,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2014B,634648,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2014B,634824,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2014B,1031884,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
DDD,2014B,1332356,M,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Distinction
DDD,2014B,1552044,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
DDD,2014B,1592048,M,Wales,HE Qualification,30-40%,55<=,1,120,N,Distinction
DDD,2014B,1671811,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
DDD,2014B,1874160,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass
DDD,2014B,2172136,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
DDD,2014B,2394090,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction
DDD,2014B,2609908,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2014J,80329,M,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass
DDD,2014J,96874,F,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail
DDD,2014J,111926,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass
DDD,2014J,132157,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Fail
DDD,2014J,162337,F,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail
DDD,2014J,172965,M,Scotland,Post Graduate Qualification,60-70%,35-55,2,60,N,Pass
DDD,2014J,339853,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,Y,Fail
DDD,2014J,399794,F,Scotland,HE Qualification,10-20,0-35,1,60,N,Fail
DDD,2014J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,N,Fail
