id_assessment,id_student,date_submitted,is_banked,score,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
37430,627050,167,0,80.0,GGG,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37431,627050,216,0,100.0,GGG,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37432,627050,192,0,40.0,GGG,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37433,627050,216,0,60.0,GGG,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37435,602360,57,0,55.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37436,602360,123,0,52.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37438,602360,109,0,60.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37439,602360,179,0,60.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37440,602360,237,0,20.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37441,602360,229,0,80.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37442,602360,229,0,60.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37443,602360,229,0,60.0,GGG,2014J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail
37435,679840,44,0,65.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37436,679840,120,0,60.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37437,679840,170,0,70.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37438,679840,73,0,80.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37439,679840,150,0,80.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37440,679840,171,0,100.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37441,679840,200,0,80.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37442,679840,202,0,40.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37443,679840,216,0,80.0,GGG,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
37435,302145,54,0,55.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37436,302145,111,0,55.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37437,302145,177,0,45.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37438,302145,133,0,100.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37439,302145,128,0,100.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37440,302145,179,0,100.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37441,302145,230,0,80.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37442,302145,230,0,60.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
37443,302145,230,0,100.0,GGG,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass
